iter	Passed	Remaining
1665	72617	14558
1666	72657	14514
1667	72696	14469
1668	72735	14425
1669	72772	14380
1670	72813	14336
1671	72859	14292
1672	72898	14248
1673	72941	14204
1674	72991	14162
1675	73038	14119
1676	73084	14076
1677	73124	14032
1678	73175	13990
1679	73225	13947
1680	73274	13905
1681	73312	13860
1682	73348	13815
1683	73388	13771
1684	73427	13726
1685	73473	13683
1686	73510	13638
1687	73553	13595
1688	73593	13550
1689	73632	13506
1690	73685	13464
1691	73734	13422
1692	73779	13378
1693	73821	13334
1694	73862	13290
1695	73907	13247
1696	73951	13204
1697	73991	13159
1698	74020	13113
1699	74059	13069
1700	74099	13025
1701	74136	12980
1702	74179	12936
1703	74215	12891
1704	74260	12848
1705	74302	12804
1706	74344	12760
1707	74383	12716
1708	74424	12672
1709	74464	12628
1710	74501	12583
1711	74547	12540
1712	74587	12496
1713	74624	12451
1714	74661	12407
1715	74698	12362
1716	74737	12318
1717	74776	12274
1718	74817	12230
1719	74856	12185
1720	74900	12142
1721	74941	12098
1722	74981	12054
1723	75020	12010
1724	75059	11965
1725	75100	11922
1726	75143	11878
1727	75183	11834
1728	75222	11790
1729	75266	11746
1730	75307	11702
1731	75349	11659
1732	75388	11614
1733	75427	11570
1734	75468	11526
1735	75510	11483
1736	75556	11439
1737	75598	11396
1738	75641	11352
1739	75681	11308
1740	75719	11264
1741	75763	11221
1742	75805	11177
1743	75849	11133
1744	75891	11090
1745	75934	11046
1746	75970	11002
1747	76015	10958
1748	76053	10914
1749	76091	10870
1750	76135	10826
1751	76180	10783
1752	76219	10739
1753	76259	10695
1754	76303	10651
1755	76344	10608
1756	76390	10565
1757	76428	10520
1758	76468	10476
1759	76510	10433
1760	76556	10390
1761	76599	10346
1762	76638	10302
1763	76678	10258
1764	76719	10214
1765	76757	10170
1766	76796	10126
1767	76832	10082
1768	76874	10038
1769	76917	9994
1770	76956	9950
1771	76993	9906
1772	77034	9862
1773	77074	9818
1774	77114	9775
1775	77153	9731
1776	77198	9687
1777	77239	9644
1778	77275	9599
1779	77314	9555
1780	77351	9511
1781	77391	9467
1782	77432	9423
1783	77475	9380
1784	77515	9336
1785	77557	9293
1786	77600	9249
1787	77641	9205
1788	77684	9162
1789	77724	9118
1790	77764	9074
1791	77803	9030
1792	77847	8987
1793	77891	8944
1794	77934	8900
1795	77977	8857
1796	78016	8813
1797	78055	8769
1798	78095	8725
1799	78136	8681
1800	78174	8637
1801	78221	8594
1802	78261	8551
1803	78301	8507
1804	78340	8463
1805	78377	8419
1806	78417	8375
1807	78454	8331
1808	78492	8287
1809	78534	8243
1810	78578	8200
1811	78614	8156
1812	78653	8112
1813	78696	8069
1814	78737	8025
1815	78774	7981
1816	78815	7937
1817	78858	7894
1818	78896	7850
1819	78940	7807
1820	78978	7763
1821	79019	7719
1822	79062	7676
1823	79104	7632
1824	79147	7589
1825	79187	7545
1826	79258	7505
1827	79298	7461
1828	79335	7417
1829	79374	7373
1830	79414	7329
1831	79454	7286
1832	79490	7242
1833	79529	7198
1834	79570	7154
1835	79610	7111
1836	79653	7067
1837	79693	7024
1838	79732	6980
1839	79772	6936
1840	79817	6893
1841	79862	6850
1842	79904	6806
1843	79941	6762
1844	79983	6719
1845	80025	6675
1846	80060	6631
1847	80104	6588
1848	80140	6544
1849	80181	6501
1850	80225	6457
1851	80262	6414
1852	80326	6372
1853	80365	6328
1854	80405	6285
1855	80446	6241
1856	80482	6197
1857	80522	6154
1858	80561	6110
1859	80600	6066
1860	80638	6022
1861	80677	5979
1862	80714	5935
1863	80750	5891
1864	80793	5848
1865	80835	5804
1866	80879	5761
1867	80914	5717
1868	80953	5674
1869	80988	5630
1870	81024	5586
1871	81066	5543
1872	81107	5499
1873	81146	5455
1874	81185	5412
1875	81229	5369
1876	81266	5325
1877	81305	5281
1878	81343	5238
1879	81385	5194
1880	81424	5151
1881	81462	5107
1882	81506	5064
1883	81544	5020
1884	81583	4977
1885	81624	4933
1886	81669	4890
1887	81714	4847
1888	81756	4804
1889	81785	4760
1890	81825	4716
1891	81873	4673
1892	81912	4630
1893	81950	4586
1894	81989	4542
1895	82029	4499
1896	82072	4456
1897	82108	4412
1898	82150	4369
1899	82191	4325
1900	82232	4282
1901	82272	4239
1902	82314	4195
1903	82353	4152
1904	82398	4109
1905	82439	4065
1906	82484	4022
1907	82528	3979
1908	82570	3936
1909	82612	3892
1910	82649	3849
1911	82693	3805
1912	82735	3762
1913	82776	3719
1914	82818	3676
1915	82860	3632
1916	82901	3589
1917	82939	3545
1918	82979	3502
1919	83020	3459
1920	83058	3415
1921	83098	3372
1922	83134	3328
1923	83172	3285
1924	83214	3242
1925	83251	3198
1926	83291	3155
1927	83326	3111
1928	83366	3068
1929	83402	3024
1930	83441	2981
1931	83476	2938
1932	83514	2894
1933	83553	2851
1934	83593	2808
1935	83632	2764
1936	83672	2721
1937	83714	2678
1938	83754	2634
1939	83794	2591
1940	83838	2548
1941	83879	2505
1942	83920	2461
1943	83961	2418
1944	84003	2375
1945	84044	2332
1946	84085	2288
1947	84128	2245
1948	84170	2202
1949	84213	2159
1950	84252	2116
1951	84294	2072
1952	84333	2029
1953	84376	1986
1954	84411	1942
1955	84451	1899
1956	84493	1856
1957	84531	1813
1958	84572	1770
1959	84602	1726
1960	84643	1683
1961	84681	1640
1962	84721	1596
1963	84762	1553
1964	84800	1510
1965	84842	1467
1966	84885	1424
1967	84929	1380
1968	84973	1337
1969	85014	1294
1970	85053	1251
1971	85092	1208
1972	85135	1165
1973	85175	1121
1974	85219	1078
1975	85261	1035
1976	85303	992
1977	85343	949
1978	85383	906
1979	85425	862
1980	85468	819
1981	85506	776
1982	85548	733
1983	85586	690
1984	85625	647
1985	85667	603
1986	85708	560
1987	85748	517
1988	85789	474
1989	85837	431
1990	85870	388
1991	85911	345
1992	85952	301
1993	85992	258
1994	86032	215
1995	86073	172
1996	86112	129
1997	86155	86
1998	86197	43
1999	86238	0
