iter	RMSE
1514	0.1716826624
1515	0.1716638236
1516	0.1716601238
1517	0.1716435531
1518	0.1716313602
1519	0.1716214774
1520	0.1716145444
1521	0.1716087879
1522	0.1716039203
1523	0.1715951824
1524	0.1715827463
1525	0.1715748143
1526	0.1715644033
1527	0.1715556184
1528	0.1715370476
1529	0.1715169546
1530	0.1715098724
1531	0.1714781357
1532	0.1714586766
1533	0.1714508311
1534	0.1714417004
1535	0.1714307907
1536	0.1714149291
1537	0.1714052376
1538	0.171397492
1539	0.171388134
1540	0.171365406
1541	0.1713545871
1542	0.1713384756
1543	0.1713320753
1544	0.1713242771
1545	0.1713168151
1546	0.1713095124
1547	0.1712861643
1548	0.1712680116
1549	0.1712643593
1550	0.1712531578
1551	0.1712516332
1552	0.1712257909
1553	0.1712135193
1554	0.1712018448
1555	0.171183816
1556	0.1711593746
1557	0.1711449797
1558	0.1711187893
1559	0.1711028776
1560	0.1710814759
1561	0.1710748821
1562	0.1710600294
1563	0.1710532041
1564	0.1710378361
1565	0.1710261081
1566	0.1710128117
1567	0.1709984217
1568	0.1709901449
1569	0.1709847269
1570	0.1709687574
1571	0.1709665684
1572	0.1709517893
1573	0.1709441767
1574	0.1709429353
1575	0.1709398104
1576	0.1709162038
1577	0.1709019405
1578	0.1708845797
1579	0.1708791708
1580	0.1708709233
1581	0.1708576322
1582	0.1708311247
1583	0.1708174375
1584	0.170808285
1585	0.1707890214
1586	0.1707696749
1587	0.170756697
1588	0.1707440942
1589	0.1707434421
1590	0.1707286627
1591	0.1707179722
1592	0.1707056053
1593	0.1706915954
1594	0.170688345
1595	0.170678669
1596	0.1706683591
1597	0.1706443731
1598	0.1706357305
1599	0.1706212296
1600	0.1706130739
1601	0.1706057398
1602	0.1705984161
1603	0.1705854233
1604	0.1705765818
1605	0.1705608609
1606	0.1705456901
1607	0.1705348664
1608	0.1705321446
1609	0.1705183591
1610	0.1705130917
1611	0.170506716
1612	0.1704939864
1613	0.1704764519
1614	0.1704736189
1615	0.1704634474
1616	0.1704603427
1617	0.1704520195
1618	0.1704359341
1619	0.1704104069
1620	0.170402343
1621	0.1703874089
1622	0.1703764369
1623	0.170363622
1624	0.1703559981
1625	0.1703484514
1626	0.1703381728
1627	0.1703316372
1628	0.1703214355
1629	0.170296098
1630	0.1702765423
1631	0.1702609801
1632	0.1702530697
1633	0.1702377667
1634	0.1702295377
1635	0.1702122048
1636	0.1701955383
1637	0.1701859399
1638	0.1701685488
1639	0.1701552752
1640	0.170147489
1641	0.1701320329
1642	0.1701213064
1643	0.1701106727
1644	0.1701002746
1645	0.1700775889
1646	0.170070021
1647	0.1700582408
1648	0.1700424218
1649	0.1700275037
1650	0.1700241406
1651	0.1700158105
1652	0.1700003644
1653	0.1699716015
1654	0.1699636856
1655	0.1699593356
1656	0.1699380296
1657	0.1699122203
1658	0.1698973833
1659	0.1698889492
1660	0.1698673119
1661	0.1698494659
1662	0.1698367224
1663	0.1698113845
1664	0.169795824
1665	0.1697900529
1666	0.1697717836
1667	0.1697536664
1668	0.1697510718
1669	0.1697327426
1670	0.1697179324
1671	0.1696908934
1672	0.1696850711
1673	0.1696743951
1674	0.1696718338
1675	0.1696586014
1676	0.1696455436
1677	0.1696389891
1678	0.1696291143
1679	0.1696128147
1680	0.1696060384
1681	0.1695978886
1682	0.1695854883
1683	0.1695790978
1684	0.1695655591
1685	0.1695586204
1686	0.1695508039
1687	0.1695390692
1688	0.1695307789
1689	0.1695232972
1690	0.1695196704
1691	0.1695071489
1692	0.1695017507
1693	0.1694810624
1694	0.1694638844
1695	0.16944906
1696	0.169441596
1697	0.1694327869
1698	0.1694323059
1699	0.1694273918
1700	0.1694070306
1701	0.1693857739
1702	0.1693759563
1703	0.1693694358
1704	0.1693588423
1705	0.1693364023
1706	0.1693192013
1707	0.1693067057
1708	0.1692909242
1709	0.1692797145
1710	0.1692648562
1711	0.1692583505
1712	0.1692433922
1713	0.1692428695
1714	0.1692327504
1715	0.1692162403
1716	0.1692071067
1717	0.1691948718
1718	0.1691637721
1719	0.1691506252
1720	0.1691199515
1721	0.1691021182
1722	0.1690903112
1723	0.169076858
1724	0.1690559053
1725	0.1690378676
1726	0.1690291206
1727	0.1690165363
1728	0.169008314
1729	0.1689929413
1730	0.1689729916
1731	0.1689616807
1732	0.1689485787
1733	0.1689388
1734	0.1689248223
1735	0.1689150971
1736	0.1688957421
1737	0.1688762115
1738	0.1688520433
1739	0.1688387856
1740	0.1688270527
1741	0.1688141599
1742	0.1688043448
1743	0.1687959172
1744	0.1687863578
1745	0.1687758712
1746	0.1687590945
1747	0.1687504251
1748	0.1687370222
1749	0.1687243398
1750	0.168712239
1751	0.1686893861
1752	0.1686799504
1753	0.1686670332
1754	0.1686607318
1755	0.1686510952
1756	0.1686454251
1757	0.1686405573
1758	0.1686245375
1759	0.1686017852
1760	0.1685881197
1761	0.1685781869
1762	0.1685483945
1763	0.1685405651
1764	0.1685287488
1765	0.1685158657
1766	0.1685020839
1767	0.1684936312
1768	0.168462128
1769	0.16845293
1770	0.168444732
1771	0.1684356402
1772	0.1684277674
1773	0.1684022653
1774	0.1683939176
1775	0.1683802743
1776	0.1683733922
1777	0.1683723567
1778	0.1683533731
1779	0.1683520652
1780	0.1683237519
1781	0.1683044054
1782	0.1682779048
1783	0.1682450903
1784	0.1682249235
1785	0.1682173279
1786	0.1682086562
1787	0.1681875769
1788	0.1681674312
1789	0.1681595196
1790	0.1681511059
1791	0.1681334869
1792	0.1681197681
1793	0.1681089024
1794	0.1681027915
1795	0.1680950088
1796	0.1680869464
1797	0.16806697
1798	0.1680598018
1799	0.1680497007
1800	0.1680437736
1801	0.1680278134
1802	0.1680120681
1803	0.1679983734
1804	0.1679971508
1805	0.1679871197
1806	0.1679673581
1807	0.1679617522
1808	0.1679476905
1809	0.1679315282
1810	0.1679169921
1811	0.1678961453
1812	0.1678809951
1813	0.1678690251
1814	0.1678558298
1815	0.1678507472
1816	0.167840938
1817	0.1678254284
1818	0.1678212526
1819	0.1678093822
1820	0.1678058318
1821	0.1677934443
1822	0.1677749311
1823	0.1677622786
1824	0.1677527553
1825	0.1677266101
1826	0.1677202282
1827	0.1677129548
1828	0.1677026893
1829	0.167698034
1830	0.1676760163
1831	0.1676707519
1832	0.1676674133
1833	0.1676582175
1834	0.167646045
1835	0.1676379365
1836	0.1676224153
1837	0.1676035789
1838	0.1675883957
1839	0.167579803
1840	0.1675649319
1841	0.167553216
1842	0.1675445552
1843	0.1675308532
1844	0.1675215966
1845	0.1675102717
1846	0.1675051014
1847	0.1674966534
1848	0.1674948093
1849	0.1674881532
1850	0.1674794727
1851	0.1674624662
1852	0.1674550333
1853	0.1674490252
1854	0.1674380156
1855	0.1674334463
1856	0.1674261964
1857	0.1674145146
1858	0.1674024064
1859	0.1673878121
1860	0.1673820505
1861	0.1673676705
1862	0.1673607302
1863	0.1673447062
1864	0.1673365119
1865	0.1673317247
1866	0.1673261481
1867	0.1673136133
1868	0.1673009639
1869	0.1672899542
1870	0.1672636706
1871	0.1672463717
1872	0.1672325154
1873	0.1672121583
1874	0.1671988986
1875	0.1671733018
1876	0.1671651906
1877	0.1671424789
1878	0.1671240979
1879	0.1671195674
1880	0.1671076145
1881	0.1670944969
1882	0.1670778619
1883	0.1670683024
1884	0.167056891
1885	0.1670456219
1886	0.1670376243
1887	0.1670245199
1888	0.1670093526
1889	0.1670089095
1890	0.1669903326
1891	0.1669817258
1892	0.1669694891
1893	0.1669583089
1894	0.1669460868
1895	0.1669389046
1896	0.1669296101
1897	0.1669129258
1898	0.1669085407
1899	0.1668946167
1900	0.166886832
1901	0.1668757613
1902	0.1668582683
1903	0.1668417201
1904	0.1668296494
1905	0.166823459
1906	0.166816289
1907	0.1668112011
1908	0.1667945718
1909	0.1667889153
1910	0.1667793445
1911	0.1667677355
1912	0.1667536256
1913	0.1667426314
1914	0.1667262063
1915	0.1667158661
1916	0.1667037434
1917	0.166697858
1918	0.166678466
1919	0.1666659346
1920	0.1666530903
1921	0.1666399519
1922	0.1666224308
1923	0.1666051911
1924	0.1665922471
1925	0.1665745777
1926	0.1665590045
1927	0.1665421098
1928	0.1665365441
1929	0.1665219415
1930	0.1665107118
1931	0.1665031787
1932	0.1664842842
1933	0.1664800661
1934	0.1664762058
1935	0.1664681316
1936	0.1664585211
1937	0.1664451547
1938	0.1664321522
1939	0.1664238739
1940	0.1664041566
1941	0.166388041
1942	0.166381767
1943	0.1663705309
1944	0.1663586823
1945	0.1663519811
1946	0.1663361061
1947	0.1663303763
1948	0.1663227419
1949	0.1663158823
1950	0.1662947526
1951	0.1662720075
1952	0.1662631213
1953	0.1662533513
1954	0.1662409492
1955	0.1662315023
1956	0.1662289061
1957	0.1662243127
1958	0.1662045308
1959	0.1662040918
1960	0.1661963273
1961	0.1661744813
1962	0.1661586469
1963	0.1661441963
1964	0.1661266333
1965	0.1661198196
1966	0.166103807
1967	0.1660893469
1968	0.1660799259
1969	0.166056812
1970	0.1660508698
1971	0.1660305681
1972	0.1660070929
1973	0.1659924399
1974	0.1659808787
1975	0.165974786
1976	0.165945854
1977	0.1659387233
1978	0.1659328017
1979	0.1659241035
1980	0.1659132744
1981	0.1659061305
1982	0.1658918588
1983	0.1658879558
1984	0.165880761
1985	0.1658732725
1986	0.1658634268
1987	0.1658551049
1988	0.1658429577
1989	0.1658237177
1990	0.165819698
1991	0.1658033459
1992	0.1657903925
1993	0.1657703315
1994	0.1657646876
1995	0.1657520666
1996	0.1657346638
1997	0.1657165904
1998	0.1657018527
1999	0.1656884663
