club_id,Season,W,D,L,Points,Goales_scored,Goales_conceded
2832,2017,15,8,11,53,57,38
2832,2016,9,10,15,37,37,46
2832,2015,11,15,8,48,38,33
2832,2014,10,11,13,41,38,47
2832,2013,10,11,15,41,30,47
2832,2012,11,8,15,41,37,43
2832,2011,9,13,12,40,36,37
2832,2010,16,9,7,57,43,26
2832,2009,11,8,15,41,31,38
2832,2008,10,10,14,40,35,40
2832,2007,9,12,13,39,53,51
2832,2006,10,12,12,42,47,48
2832,2005,12,5,17,41,47,50
2919,2022,8,5,10,29,28,31
2919,2021,19,10,9,67,60,38
2919,2020,17,13,8,64,51,33
2919,2019,18,7,2,86,53,18
2919,2018,16,12,10,60,45,35
2919,2017,16,10,10,58,40,26
2919,2016,24,8,2,80,70,17
2919,2015,12,13,13,49,52,49
2919,2014,11,12,15,39,37,38
2919,2011,7,12,15,33,27,42
2919,2010,7,11,16,32,35,50
2919,2009,9,14,11,41,37,45
2919,2008,8,14,12,38,41,48
2919,2007,11,13,10,46,38,35
2919,2000,9,4,25,31,41,77
12,2022,13,5,5,44,30,19
12,2021,18,9,11,63,59,43
12,2020,18,8,12,62,68,58
12,2019,21,7,10,70,77,51
12,2018,18,12,8,66,66,48
12,2017,23,8,7,77,61,28
12,2016,28,3,7,87,90,38
12,2015,23,11,4,80,83,41
12,2014,19,13,6,70,54,31
12,2013,26,7,5,85,72,25
12,2012,18,8,12,62,71,56
12,2011,16,8,14,56,60,54
12,2010,18,9,11,63,59,52
12,2009,24,8,6,80,68,41
12,2008,18,9,11,63,64,61
12,2007,24,10,4,82,72,37
12,2006,22,9,7,75,74,34
12,2005,19,12,7,69,70,42
12,2004,11,12,15,45,55,58
12,2003,21,8,5,71,68,19
12,2002,13,10,11,49,55,46
12,2001,19,13,2,70,58,24
12,2000,22,9,3,75,68,33
506,2022,14,5,4,32,36,17
506,2021,20,10,8,70,57,37
506,2020,23,9,6,78,77,38
506,2019,26,5,7,83,76,43
506,2018,28,6,4,90,70,30
506,2017,30,5,3,95,86,24
506,2016,29,4,5,91,77,27
506,2015,29,4,5,91,75,20
506,2014,26,9,3,87,72,24
506,2013,33,3,2,102,80,23
506,2012,27,6,5,87,71,24
506,2011,23,15,0,84,68,20
506,2010,15,13,10,58,57,47
506,2009,16,7,15,55,55,56
506,2008,21,11,6,74,69,37
506,2007,20,12,6,72,72,37
506,2006,28,10,4,85,83,30
506,2005,27,10,1,0,71,24
506,2004,26,8,4,86,67,27
506,2003,21,6,7,69,67,42
506,2002,21,9,4,72,64,29
506,2001,20,11,3,71,64,23
506,2000,21,10,3,73,61,27
6195,2022,21,2,1,65,58,15
6195,2021,24,7,7,79,74,31
6195,2020,24,5,9,77,86,41
6195,2019,18,8,12,62,61,50
6195,2018,24,7,7,79,74,36
6195,2017,28,7,3,91,77,29
6195,2016,26,8,4,86,94,39
6195,2015,25,7,6,82,80,32
6195,2014,18,9,11,63,70,54
6195,2013,23,9,6,78,77,39
6195,2012,23,9,6,78,73,36
6195,2011,16,13,9,61,66,46
6195,2010,21,7,10,70,59,39
6195,2009,15,14,9,59,50,43
6195,2008,12,10,16,46,43,45
6195,2007,14,8,16,50,50,53
6195,2006,21,16,5,79,52,29
6195,2003,10,26,10,56,35,43
6195,2002,10,15,13,45,42,49
6195,2001,16,13,9,61,48,39
6195,2000,8,12,14,36,35,51
46,2022,15,2,6,47,44,27
46,2021,25,9,4,84,84,32
46,2020,28,7,3,91,89,35
46,2019,24,10,4,82,81,36
46,2018,20,9,9,69,57,33
46,2017,20,12,6,72,66,30
46,2016,19,5,14,62,72,49
46,2015,20,7,11,67,50,38
46,2014,14,13,11,55,59,48
46,2013,15,15,8,60,62,39
46,2012,16,6,16,54,55,57
46,2011,17,7,14,58,58,55
46,2010,23,7,8,76,69,42
46,2009,24,10,4,82,75,34
46,2008,25,9,4,84,70,32
46,2007,25,10,3,85,69,26
46,2006,30,7,1,97,80,34
46,2005,23,7,8,76,68,30
46,2004,18,18,2,72,65,37
46,2003,17,8,9,59,59,37
46,2002,19,8,7,65,64,38
46,2001,20,9,5,69,62,35
46,2000,14,9,11,51,47,47
410,2022,7,9,7,30,31,28
410,2021,11,14,13,47,61,58
410,2020,10,10,18,40,42,58
410,2019,12,9,17,45,37,51
410,2018,11,10,17,43,39,53
410,2017,12,4,22,40,48,63
410,2016,12,9,17,45,47,56
410,2015,10,9,19,39,35,60
410,2014,10,11,17,41,43,56
410,2013,12,8,18,44,46,57
410,2012,18,12,8,66,59,45
410,2011,18,10,10,64,52,35
410,2010,20,6,12,66,65,43
410,2009,11,11,16,44,54,59
410,2008,16,10,12,58,61,50
410,2007,16,9,13,57,48,53
410,2006,12,10,16,46,49,55
410,2005,11,10,17,43,40,54
410,2004,17,11,10,62,56,40
410,2003,13,11,10,50,44,40
410,2002,16,8,10,56,38,35
410,2001,11,7,16,40,41,52
410,2000,11,5,18,38,49,59
5,2022,13,5,5,44,39,30
5,2021,26,8,4,86,69,31
5,2020,24,7,7,79,74,41
5,2019,19,9,10,66,63,46
5,2018,19,11,8,68,55,36
5,2017,18,10,10,64,56,42
5,2016,18,9,11,63,57,45
5,2015,15,12,11,57,49,43
5,2014,13,13,12,52,56,50
5,2013,16,9,13,57,57,49
5,2012,21,9,8,72,67,39
5,2011,24,8,6,80,74,33
5,2010,24,10,4,82,65,24
5,2009,20,10,8,70,60,39
5,2008,22,8,8,74,70,35
5,2007,18,10,10,64,66,38
5,2006,19,12,7,61,57,36
5,2005,28,4,6,58,85,31
5,2004,23,10,5,79,63,28
5,2003,25,7,2,82,65,24
5,2002,18,7,9,61,55,30
5,2001,14,13,7,55,47,33
5,2000,12,13,9,49,56,46
987,2022,7,6,14,27,32,40
987,2021,10,10,13,40,38,50
987,2020,9,8,16,35,32,51
987,2019,14,4,12,46,41,38
987,2018,13,4,16,43,37,47
987,2017,10,8,15,38,36,43
987,2016,10,8,20,38,46,69
987,2015,15,5,18,50,47,63
987,2014,10,6,22,36,38,63
987,2013,22,4,12,70,64,60
987,2012,18,9,11,63,67,51
987,2011,18,8,12,62,49,44
987,2010,13,7,18,46,40,60
987,2009,13,14,11,53,52,54
987,2008,13,9,16,48,46,51
987,2007,18,6,14,60,50,46
987,2006,10,5,17,35,35,49
987,2005,13,10,15,49,55,61
987,2004,13,9,16,48,46,49
11688,2022,5,6,11,21,21,40
11688,2021,12,9,17,45,41,47
11688,2020,21,7,6,70,54,25
11688,2019,12,8,14,44,39,47
11688,2018,8,12,14,36,32,41
11688,2017,13,8,13,47,50,44
11688,2016,15,8,11,53,40,34
11688,2015,14,9,11,51,49,40
11688,2014,9,17,8,44,31,36
11688,2013,20,7,7,67,55,33
11688,2012,8,10,14,34,32,42
11688,2011,8,15,11,39,39,48
11688,2010,11,5,16,38,27,32
11688,2009,15,6,13,51,51,42
11688,2008,12,4,18,40,35,48
11688,2007,10,13,11,43,41,44
1519,2022,5,5,16,20,27,49
1519,2021,10,11,12,41,31,37
1519,2020,9,12,12,39,29,43
1519,2019,18,5,5,59,52,22
1519,2018,19,8,9,65,49,40
1519,2017,18,7,11,61,52,42
1519,2016,15,12,9,57,50,42
1519,2015,8,7,23,28,45,70
1519,2014,17,5,16,56,58,56
1519,2013,16,10,12,58,65,50
1519,2012,11,14,13,47,51,62
1519,2011,16,11,11,59,62,50
1519,2010,17,10,11,61,55,50
1519,2009,17,12,9,63,55,47
1519,2008,13,14,11,53,47,50
1519,2007,14,10,14,52,53,47
1519,2006,10,10,13,40,39,53
1519,2005,7,12,19,33,41,66
1519,2004,8,12,18,36,41,59
1241,2022,10,5,11,35,27,38
1241,2021,10,8,15,38,35,43
1241,2020,12,8,13,44,40,41
1241,2019,10,9,11,39,41,39
1241,2018,11,9,13,42,35,33
1241,2017,17,11,8,62,56,37
1241,2016,26,3,7,81,80,32
1241,2015,8,7,21,31,37,51
1241,2014,8,8,20,27,41,53
1241,2010,25,7,4,82,79,33
1241,2005,4,6,28,18,25,79
1241,2004,9,8,21,35,34,61
800,2022,12,5,6,41,42,26
800,2021,16,11,11,59,65,48
800,2020,23,9,6,78,90,47
800,2019,23,9,6,78,98,48
800,2018,20,9,9,69,77,46
800,2017,16,12,10,60,57,39
800,2016,21,9,8,72,62,41
800,2015,11,12,15,45,41,47
800,2014,7,16,15,37,38,57
800,2013,15,5,18,50,43,51
800,2012,11,9,18,40,39,56
800,2011,13,13,12,46,41,43
800,2010,22,13,7,79,61,35
800,2009,9,8,21,35,37,53
800,2008,13,8,17,47,45,48
800,2007,12,12,14,48,52,56
800,2006,12,14,12,50,56,54
800,2005,24,9,9,81,61,39
800,2004,8,11,19,35,34,45
800,2003,19,20,7,77,59,36
800,2002,8,14,12,38,35,47
800,2001,12,9,13,45,41,50
800,2000,10,14,10,44,38,34
903,2022,11,4,11,37,39,38
903,2021,9,11,13,38,31,37
903,2020,16,8,9,56,44,31
903,2019,9,10,11,37,42,49
903,2018,14,10,9,52,49,34
903,2017,16,11,6,59,49,35
903,2016,19,14,3,71,59,25
903,2015,21,7,8,70,59,34
903,2014,21,7,8,70,70,32
903,2013,8,11,19,35,31,51
903,2012,13,12,13,51,49,52
903,2011,8,9,21,33,40,67
903,2010,10,7,21,37,39,61
903,2009,15,9,14,54,58,55
903,2008,11,14,13,47,42,46
903,2007,14,10,14,52,49,45
903,2006,12,8,13,44,49,37
903,2005,17,5,16,56,61,56
903,2004,18,7,13,61,64,57
398,2022,12,6,5,42,39,19
398,2021,18,10,10,64,77,58
398,2020,21,5,12,68,61,55
398,2019,24,6,8,78,79,42
398,2018,17,8,13,59,56,46
398,2017,21,9,8,72,89,49
398,2016,21,7,10,70,74,51
398,2015,15,9,14,54,52,52
398,2014,21,6,11,69,71,38
398,2013,15,11,12,56,54,54
398,2012,18,7,13,61,51,42
398,2011,18,8,12,62,56,47
398,2010,20,6,12,66,55,39
398,2009,11,13,14,46,39,43
398,2008,15,5,18,50,46,55
398,2007,11,13,14,46,47,51
398,2006,18,11,9,62,59,33
398,2005,16,14,8,32,57,47
398,2004,11,11,16,44,48,53
398,2003,16,8,10,56,52,38
398,2002,15,15,4,60,57,32
398,2001,14,11,9,53,50,37
398,2000,21,6,7,69,65,36
2578,2022,7,3,13,24,26,38
2578,2021,7,9,17,30,21,44
2578,2020,10,10,13,40,34,40
2578,2019,8,12,9,36,28,46
2578,2018,13,5,15,44,32,44
2578,2017,10,8,15,38,32,47
2578,2016,17,7,14,58,50,46
2578,2015,16,8,14,56,58,55
2578,2014,16,9,13,57,34,34
2578,2013,15,8,15,53,48,42
2578,2012,14,14,10,56,45,44
2578,2011,14,8,16,50,43,50
2578,2010,11,11,16,44,23,43
2578,2009,12,11,15,47,57,61
6574,2022,7,6,11,27,27,35
6574,2021,13,11,14,50,64,66
6574,2020,17,11,10,62,64,56
6574,2019,14,9,15,51,69,63
6574,2018,9,16,13,43,53,60
6574,2017,11,10,17,43,29,59
6574,2016,13,7,18,46,58,63
6574,2015,16,13,9,61,49,40
6574,2014,12,13,13,49,49,57
6574,2013,9,7,22,34,43,72
6574,2012,25,10,7,85,78,40
6574,2011,22,14,6,80,57,33
6574,2010,13,12,17,51,42,46
6574,2009,18,15,9,69,60,42
6574,2008,15,15,12,60,57,50
6574,2007,19,6,9,63,46,32
703,2022,6,7,11,25,18,42
703,2021,23,11,12,80,73,40
703,2020,12,16,18,52,37,45
703,2019,18,16,12,70,58,50
703,2018,17,15,14,66,61,54
703,2017,15,8,23,53,51,65
703,2016,14,9,23,51,62,72
703,2015,13,16,17,55,43,47
703,2014,15,14,17,59,71,69
703,2013,16,17,13,65,67,64
703,2012,17,16,13,67,63,59
703,2011,14,8,24,50,48,63
703,2010,20,15,11,75,69,50
703,2009,22,13,11,79,65,40
703,2008,13,14,19,53,50,65
703,2004,9,17,20,44,42,66
703,2003,15,15,16,60,61,58
703,2002,20,14,12,74,82,50
703,2001,12,18,16,54,50,51
370,2022,11,2,14,35,40,51
370,2021,9,9,15,36,38,42
370,2020,13,10,10,49,32,31
370,2019,12,9,9,45,40,36
370,2018,17,7,9,58,52,37
370,2017,19,5,9,62,50,36
370,2016,24,4,10,76,74,35
370,2015,22,5,11,71,62,48
370,2014,23,6,9,75,57,33
370,2013,20,8,10,68,53,38
370,2012,11,15,12,48,41,43
370,2011,9,14,15,41,36,44
370,2010,11,5,22,38,39,59
370,2009,10,11,17,41,36,52
370,2008,14,11,13,53,41,40
370,2007,15,8,15,53,50,58
370,2006,17,6,10,57,46,33
370,2005,13,15,10,54,46,40
370,2004,18,7,13,61,44,39
1148,2022,8,11,4,35,37,30
1148,2021,13,7,18,46,48,56
1148,2020,24,15,7,87,79,42
1148,2019,24,9,13,81,80,38
1148,2018,17,13,16,64,73,59
1148,2017,18,15,13,69,62,52
1148,2016,18,10,18,64,75,65
1148,2015,19,8,19,65,72,67
1148,2014,23,9,14,78,78,59
1148,2013,28,10,8,94,72,43
1148,2003,14,11,21,53,52,69
1148,2002,14,12,20,54,47,56
276,2022,4,5,14,17,20,34
276,2021,14,11,13,53,65,59
276,2020,11,12,15,45,46,48
276,2019,12,13,13,49,47,51
276,2018,13,13,10,52,49,46
276,2017,7,4,27,25,30,78
276,2016,20,14,8,74,64,40
276,2015,5,13,20,28,34,63
276,2014,11,13,14,46,49,65
276,2013,16,6,16,54,62,68
276,2012,23,13,6,82,67,32
276,2011,23,9,10,78,60,41
276,2010,12,14,8,50,42,30
276,2009,13,16,5,55,38,20
276,2008,11,15,8,48,38,32
276,2007,7,10,17,31,24,41
276,2006,12,12,18,48,34,46
276,2005,10,19,13,49,42,41
276,2004,15,16,11,61,60,47
276,2003,13,14,19,53,54,65
276,2002,10,16,12,46,42,42
276,2001,11,6,17,39,41,53
276,2000,10,7,17,37,40,59
371,2022,24,1,1,73,82,18
371,2021,26,4,3,82,78,19
371,2020,20,9,4,69,66,24
371,2019,26,2,2,80,89,19
371,2018,24,5,4,77,71,17
371,2017,22,9,2,75,64,21
371,2016,34,4,0,106,106,25
371,2015,26,8,4,86,93,31
371,2014,29,5,4,92,84,17
371,2013,31,6,1,99,102,25
371,2012,24,7,7,79,92,35
371,2011,30,3,5,93,84,21
371,2010,29,5,4,92,85,22
371,2009,25,6,7,81,75,39
371,2008,24,10,4,82,80,33
371,2007,28,5,5,89,84,26
371,2006,23,6,3,75,57,25
371,2005,28,7,3,91,93,37
371,2004,30,2,6,92,85,35
543,2022,6,6,12,24,18,33
543,2021,15,6,17,51,38,43
543,2020,12,9,17,45,36,52
543,2019,15,14,9,59,51,40
543,2018,16,9,13,57,47,46
543,2017,30,9,7,99,82,39
543,2016,16,10,20,58,54,58
543,2015,14,16,16,58,53,58
543,2014,22,12,12,78,70,56
543,2013,31,10,5,103,89,31
543,2012,14,9,23,51,55,69
543,2011,5,10,23,25,40,82
543,2010,11,7,20,40,46,66
543,2009,9,11,18,38,32,56
543,2008,27,9,10,90,80,52
543,2007,18,16,12,70,53,48
543,2006,22,10,14,76,59,56
543,2005,16,19,11,67,50,42
543,2004,15,21,10,66,72,59
543,2003,7,12,19,33,38,77
543,2002,20,16,10,76,81,44
543,2001,25,11,10,86,76,43
380,2022,5,6,12,21,25,44
380,2021,7,10,21,31,33,78
380,2020,19,12,7,69,46,34
380,2019,14,10,14,52,53,50
380,2018,10,8,18,38,41,57
380,2017,11,18,13,51,51,58
380,2016,13,15,14,54,44,44
380,2015,9,18,15,45,48,62
380,2014,24,8,6,80,56,31
380,2013,12,10,10,46,44,33
380,2010,17,8,9,54,49,39
380,2009,5,8,29,17,40,80
380,2008,14,9,19,51,46,56
380,2004,12,15,15,51,50,57
380,2003,14,13,19,55,36,53
380,2002,4,11,23,23,28,63
380,2001,14,11,13,53,57,59
380,2000,11,10,17,43,37,42
1237,2022,10,5,7,35,39,29
1237,2021,12,15,11,51,42,44
1237,2020,9,14,15,41,40,46
1237,2019,9,14,15,41,39,54
1237,2018,9,9,20,36,35,60
1237,2017,9,13,16,40,34,54
1237,2016,28,9,9,93,74,40
1237,2015,24,17,5,89,72,42
1237,2014,10,17,19,47,44,54
1237,2013,19,15,12,72,55,40
1237,2012,19,18,9,75,69,43
1237,2011,17,15,14,66,52,52
1237,2005,7,17,22,38,39,71
1237,2004,13,12,21,51,40,65
1237,2003,22,11,13,77,64,43
1237,2002,11,12,23,45,49,67
762,2022,10,11,2,41,35,15
762,2021,13,10,15,49,44,62
762,2020,12,9,17,45,46,62
762,2019,11,11,16,44,38,58
762,2018,12,9,17,45,42,48
762,2017,12,8,18,44,39,47
762,2016,29,7,10,94,85,40
762,2015,9,10,19,37,44,65
762,2014,10,9,19,39,40,63
762,2013,15,4,19,49,43,59
762,2012,11,8,19,41,45,68
762,2011,19,8,11,65,56,51
762,2010,11,13,14,46,56,57
762,2009,30,12,4,102,90,35
762,2008,7,13,18,34,40,59
762,2007,11,10,17,43,45,65
762,2006,11,10,17,43,38,47
762,2005,17,7,14,58,47,42
762,2004,10,14,14,44,47,57
762,2003,13,17,8,56,52,40
762,2002,21,6,11,69,63,48
762,2001,21,8,9,71,74,52
762,2000,14,9,15,51,44,50
2553,2022,6,6,15,24,22,47
2553,2021,20,7,9,67,50,27
2553,2020,8,4,21,28,33,47
2553,2019,9,6,15,33,31,41
2553,2018,16,10,7,58,46,28
2553,2017,15,10,8,55,45,39
2553,2016,9,14,15,41,36,56
2553,2015,9,9,20,36,41,64
2553,2014,11,8,19,41,44,59
2553,2013,11,6,21,39,45,66
2553,2012,11,12,15,45,52,53
2553,2011,11,14,13,47,44,61
2553,2010,13,10,15,49,53,55
2553,2009,8,9,21,33,29,51
2553,2008,12,8,18,44,38,48
2553,2007,10,10,18,40,39,52
2553,2006,13,7,13,46,43,49
2553,2005,15,10,13,55,63,64
2553,2004,15,4,19,49,49,55
124,2022,20,4,2,64,61,23
124,2021,23,7,3,76,67,27
124,2020,28,5,0,89,78,10
124,2019,21,4,4,67,64,19
124,2018,19,9,5,66,73,24
124,2017,19,5,9,62,67,38
124,2016,19,10,9,67,56,44
124,2015,25,6,5,81,88,34
124,2014,19,10,7,67,69,39
124,2013,33,3,0,102,106,18
124,2012,25,8,3,83,87,29
124,2011,26,5,7,73,77,28
124,2010,30,3,5,93,88,29
124,2009,26,9,3,87,82,28
124,2008,26,8,4,86,77,28
124,2007,27,5,6,86,84,33
124,2006,18,8,6,62,49,25
124,2005,21,10,7,73,67,37
124,2004,29,6,3,93,78,22
405,2022,9,4,11,31,30,38
405,2021,13,6,19,45,52,54
405,2020,16,7,15,55,55,46
405,2019,9,8,21,35,41,67
405,2018,20,16,10,76,82,61
405,2017,24,11,11,83,72,42
405,2016,16,14,16,62,47,48
405,2015,3,8,27,17,27,76
405,2014,10,8,20,38,31,57
405,2013,10,8,20,38,39,61
405,2012,10,11,17,41,47,69
405,2011,7,17,14,38,37,53
405,2010,12,12,14,48,48,59
405,2009,17,13,8,64,52,39
405,2008,17,11,10,62,54,48
405,2007,16,12,10,60,71,51
405,2006,11,17,10,50,43,41
405,2005,10,12,16,42,42,55
405,2004,12,11,15,47,45,52
405,2003,15,11,12,56,48,44
405,2002,12,9,17,45,42,47
405,2001,12,14,12,50,46,47
405,2000,13,15,10,54,46,43
985,2022,15,4,5,49,41,28
985,2021,16,10,12,58,57,57
985,2020,21,11,6,74,73,44
985,2019,18,12,8,66,66,36
985,2018,19,9,10,66,65,54
985,2017,25,6,7,81,68,28
985,2016,18,15,5,69,54,29
985,2015,19,9,10,66,49,35
985,2014,20,10,8,70,62,37
985,2013,19,7,12,64,64,43
985,2012,28,5,5,89,86,43
985,2011,28,5,5,89,89,33
985,2010,23,11,4,80,78,37
985,2009,27,4,7,85,86,28
985,2008,28,6,4,90,68,24
985,2007,27,6,5,87,80,22
985,2006,28,5,5,89,83,27
985,2005,25,8,5,83,72,34
985,2004,22,11,5,77,58,26
985,2003,23,6,9,75,64,35
985,2002,25,8,5,83,74,34
985,2001,24,5,9,77,87,45
985,2000,24,8,6,80,79,31
11,2022,18,3,3,57,52,23
11,2021,22,3,13,69,61,48
11,2020,18,7,13,61,55,39
11,2019,14,14,10,56,56,48
11,2018,21,7,10,70,73,51
11,2017,19,6,13,63,74,51
11,2016,23,6,9,75,77,44
11,2015,20,11,7,71,65,36
11,2014,22,9,7,75,71,36
11,2013,24,7,7,79,68,41
11,2012,21,10,7,73,72,37
11,2011,21,7,10,70,74,49
11,2010,19,11,8,68,72,43
11,2009,23,6,9,75,83,41
11,2008,20,12,6,72,68,37
11,2007,24,11,3,83,74,31
11,2006,18,11,8,65,60,35
11,2005,20,7,11,67,68,31
11,2004,25,8,5,83,87,36
11,2003,26,12,0,90,73,26
11,2002,23,9,6,78,85,42
11,2001,26,9,3,87,79,36
11,2000,20,10,8,70,63,38
148,2022,13,3,8,42,44,35
148,2021,22,5,11,71,69,40
148,2020,18,8,12,62,68,45
148,2019,16,11,11,59,61,47
148,2018,23,2,13,71,67,39
148,2017,23,8,7,77,74,36
148,2016,26,8,4,86,86,26
148,2015,19,13,6,70,69,35
148,2014,19,7,12,64,58,53
148,2013,21,6,11,69,55,51
148,2012,21,9,8,72,66,46
148,2011,20,9,9,69,66,41
148,2010,16,14,8,62,55,46
148,2009,21,7,10,70,67,41
148,2008,14,9,15,51,45,45
148,2007,11,13,14,46,66,61
148,2006,17,9,12,60,57,54
148,2005,18,11,9,65,53,38
148,2004,14,10,14,52,47,41
148,2003,13,6,19,45,47,57
148,2002,14,8,16,50,51,62
148,2001,14,8,16,50,49,53
148,2000,13,10,15,49,47,54
873,2022,6,9,9,27,21,31
873,2021,11,15,12,48,50,46
873,2020,12,8,18,44,41,66
873,2019,11,10,17,43,31,50
873,2018,14,7,17,49,51,53
873,2017,11,11,16,44,45,55
873,2016,12,5,21,41,50,63
873,2015,11,9,18,42,39,51
873,2014,13,9,16,48,47,51
873,2013,13,6,19,45,33,48
873,2012,19,15,12,72,73,62
873,2011,13,17,16,56,46,51
873,2010,12,12,22,48,44,69
873,2009,14,17,15,49,50,53
873,2008,15,12,19,57,52,55
873,2007,18,17,11,71,58,42
873,2006,18,11,17,65,59,51
873,2005,21,12,13,75,67,48
873,2004,7,12,19,33,41,62
873,2003,21,10,15,73,72,61
873,2002,14,17,15,59,59,52
873,2001,20,6,20,66,70,62
281,2022,17,4,4,55,64,25
281,2021,29,6,3,93,99,26
281,2020,27,5,6,86,83,32
281,2019,26,3,9,81,102,35
281,2018,32,2,4,98,95,23
281,2017,32,4,2,100,106,27
281,2016,23,9,6,78,80,39
281,2015,19,9,10,66,71,41
281,2014,24,7,7,79,83,38
281,2013,27,5,6,86,102,37
281,2012,23,9,6,78,66,34
281,2011,28,5,5,89,93,29
281,2010,21,8,9,71,60,33
281,2009,18,13,7,67,73,45
281,2008,15,5,18,50,58,50
281,2007,14,10,13,52,42,52
281,2006,11,9,18,42,29,44
281,2005,13,4,21,43,43,48
281,2004,13,13,12,52,47,39
281,2003,9,14,15,41,55,54
281,2002,15,6,17,51,47,54
281,2001,31,6,9,99,108,52
281,2000,8,10,20,34,41,65
31,2022,10,6,7,36,38,28
31,2021,28,8,2,92,94,26
31,2020,20,9,9,69,68,42
31,2019,32,3,3,99,85,33
31,2018,30,7,1,97,89,22
31,2017,21,12,5,75,84,38
31,2016,22,10,6,76,78,42
31,2015,16,12,10,60,63,50
31,2014,18,8,12,62,52,48
31,2013,26,6,6,84,101,50
31,2012,16,13,9,61,71,43
31,2011,14,10,14,52,47,40
31,2010,17,7,14,58,59,44
31,2009,18,9,11,63,61,35
31,2008,25,11,2,86,77,27
31,2007,21,13,4,76,67,28
31,2006,20,8,10,68,57,27
31,2005,25,7,6,82,57,25
31,2004,17,7,14,58,52,41
31,2003,16,12,10,60,55,37
31,2002,18,10,10,64,61,41
31,2001,24,8,6,80,67,30
31,2000,20,9,9,69,71,39
6676,2022,4,12,8,24,18,28
6676,2021,10,5,11,35,27,29
6676,2020,11,9,6,42,27,25
6676,2019,8,6,12,30,33,37
6676,2018,8,9,13,33,25,30
6676,2017,12,9,9,45,39,24
6676,2016,6,10,14,28,34,49
6676,2015,11,8,11,41,31,30
6676,2014,17,8,9,59,52,37
6676,2013,16,10,8,58,46,35
6676,2012,17,5,8,56,41,25
6676,2011,13,6,11,45,30,34
6676,2010,7,10,13,31,21,29
6676,2009,10,6,14,36,29,36
6676,2008,7,12,11,33,33,31
6676,2007,11,11,8,44,28,24
6676,2006,20,9,5,69,56,25
2672,2022,2,7,14,13,12,32
2672,2020,11,8,3,41,32,12
2672,2019,11,5,4,38,27,15
2672,2018,5,6,19,21,15,45
2672,2017,8,10,12,34,23,34
2672,2016,6,8,16,26,27,49
2672,2015,9,10,11,37,27,36
2672,2014,12,7,15,43,41,34
2672,2013,13,3,18,42,42,61
2672,2012,9,7,14,34,21,35
2672,2011,11,6,13,39,33,42
2672,2010,17,9,8,60,48,33
2672,2009,9,7,14,34,31,44
2672,2008,9,5,16,32,28,36
2672,2007,10,3,17,33,31,51
2672,2006,21,5,8,68,49,33
2672,2005,8,7,15,31,24,36
6418,2022,7,6,10,27,25,35
6418,2021,9,5,12,32,27,39
6418,2020,4,8,14,20,13,32
6418,2019,3,8,15,17,20,42
6418,2018,10,6,14,36,34,48
6418,2017,9,8,13,35,31,40
6418,2016,8,7,15,31,29,40
6418,2015,9,8,13,35,30,46
6418,2014,14,10,10,52,41,28
6418,2013,11,9,14,42,32,33
6418,2012,20,13,7,73,55,23
6418,2011,7,7,16,28,23,37
6418,2010,23,6,5,75,47,19
6418,2009,13,11,10,50,43,36
180,2022,5,3,16,18,19,41
180,2021,9,13,16,40,43,67
180,2020,12,7,19,43,47,68
180,2019,15,7,16,52,51,60
180,2018,9,12,17,39,45,65
180,2017,7,15,16,36,37,56
180,2016,12,10,16,46,41,48
180,2015,18,9,11,63,59,41
180,2014,18,6,14,60,54,33
180,2013,15,11,12,56,54,46
180,2012,9,14,15,41,49,60
180,2011,26,10,10,88,85,46
180,2008,10,15,21,45,46,69
180,2007,13,15,18,54,56,72
180,2006,21,12,13,75,77,53
180,2005,13,19,14,58,49,50
180,2004,6,14,18,32,45,66
180,2003,12,11,15,47,44,45
180,2002,13,13,12,52,43,46
180,2001,12,9,17,45,46,54
180,2000,14,10,14,52,40,48
2414,2022,6,4,8,22,24,27
2414,2021,12,4,6,40,37,21
2414,2020,3,3,4,12,15,22
2414,2019,10,4,12,34,25,44
2414,2018,8,7,11,31,31,45
2414,2017,1,2,7,5,11,23
2414,2016,7,8,11,29,29,45
2414,2015,18,6,9,60,52,34
2414,2014,10,12,11,42,43,42
2414,2013,15,7,11,52,60,48
2414,2012,8,10,15,34,31,49
2414,2011,17,6,10,57,53,39
2414,2010,9,10,14,37,29,40
2414,2009,21,3,6,66,67,27
2414,2008,5,9,19,24,35,58
2414,2007,14,10,9,52,47,43
2414,2006,6,10,17,28,29,53
2414,2005,8,13,12,37,29,41
369,2022,1,6,11,9,16,33
369,2021,12,7,3,43,45,21
369,2020,1,3,6,6,11,20
369,2019,9,5,12,32,31,45
369,2018,15,7,11,52,51,47
369,2017,4,9,13,21,31,53
369,2016,6,1,3,19,17,12
369,2015,19,7,7,64,59,37
369,2014,14,9,10,51,49,37
369,2013,18,3,12,57,58,41
369,2012,17,5,11,56,55,42
369,2011,8,4,21,28,32,60
369,2010,10,8,15,38,42,52
369,2009,19,5,6,62,59,39
369,2008,14,8,8,50,50,26
369,2007,3,9,21,18,33,69
1063,2022,9,5,4,32,25,20
1063,2021,4,5,1,44,45,43
1063,2020,17,5,0,56,45,14
1063,2019,17,8,8,59,66,44
1063,2018,17,9,7,60,61,37
1063,2017,15,9,9,54,58,42
1063,2016,6,7,13,25,29,40
1063,2015,11,7,15,40,34,42
1063,2014,17,14,2,65,47,20
1063,2013,6,10,17,28,38,63
